,User_ID,I/E,S/N,T/F,J/P
34,36,0.5214911222457885,0.4765551805496216,0.4465346266825994,0.5131878445545832
35,37,0.49822689493497213,0.4838046232859294,0.45664430856704713,0.4958161562681198
36,38,0.49757443070411683,0.47563618620236714,0.4621096948782603,0.5027398586273193
37,39,0.5129786918560664,0.48306350310643514,0.4376181364059448,0.5003745555877686
38,40,0.5164040933052699,0.48452347914377847,0.4529299100240072,0.5055825302998225
39,41,0.5228698670864105,0.49034135937690737,0.4547338922818502,0.4964695413907369
40,42,0.5051628212134044,0.4593940287828445,0.5048985083897909,0.5816600938638051
41,43,0.4951955070098241,0.46865878204504646,0.4293400526046753,0.5041870514551798
42,44,0.5244995971520742,0.487681645154953,0.44794807136058806,0.5084554235140483
43,45,0.5106353213389715,0.47084645330905917,0.42274436155955,0.5187803248564402
44,46,0.5156513035297394,0.4583810071150462,0.46014400124549865,0.5123718063036601
45,47,0.5197189410527547,0.46018770039081575,0.47897805670897164,0.5410041769345602
46,49,0.5265151997407277,0.4608669102191925,0.4929109553496043,0.589140651623408
47,50,0.5209911515315374,0.48328748246033987,0.44990677138169605,0.5036291718482971
48,51,0.5102350622415542,0.4674992342789968,0.4345602879921595,0.5123156686623891
49,52,0.5018750766913096,0.4604485114415487,0.48083218236764275,0.504445097843806
50,53,0.5153164992729823,0.4828707357247671,0.45659014185269675,0.49748543500900266
51,55,0.5136339535315831,0.4741934339205424,0.42800284723440807,0.5192396352688472
52,56,0.5134835759798686,0.48230212926864624,0.456010436018308,0.5044245650370915
53,57,0.532744679848353,0.49320833186308544,0.44629068771998087,0.5083640615145365
54,58,0.5012344022591909,0.45451382398605344,0.49246750672658285,0.5850184500217438
55,59,0.5105543245871862,0.4647087643543879,0.4489419192075729,0.5130251258611679
56,60,0.5273048470417658,0.48678949574629465,0.4565546135107676,0.5068321218093236
57,62,0.5020079125960668,0.474503227074941,0.4660791516304016,0.5000009834766388
58,63,0.5293094505866368,0.48857281704743705,0.44765941202640536,0.5124484717845916
59,64,0.5193102071682613,0.4912448724110921,0.4630399535099665,0.5080606460571289
60,66,0.49534757335980734,0.47988601128260294,0.46584734320640564,0.4993283877770106
61,67,0.5181084056695302,0.4829366614421209,0.45184445480505625,0.5095742752154668
62,68,0.5192718118429184,0.47000747521718345,0.45850466191768646,0.5163479010264079
63,70,0.5104784150918324,0.48067341844240824,0.4379181424776713,0.5127375443776448
64,71,0.5087853521108627,0.4770341992378235,0.44693106710910796,0.5009957025448482
65,72,0.5276698778072993,0.48488549490769706,0.45124902824560803,0.5048367212216059
66,73,0.500998834768931,0.48363774716854097,0.46276052792867023,0.5067981312672297
67,74,0.5110492259263992,0.4845184365908305,0.43609818518161775,0.5128284027179082
68,75,0.5207218418518702,0.46105807026227313,0.4859504610300064,0.5880572438240051
69,76,0.5375508964061737,0.48528813719749453,0.43564088344573976,0.5184686541557312
70,77,0.4925092210372289,0.4764884869257609,0.4601651708285014,0.5008053968350092
71,79,0.519494021932284,0.4873162756363551,0.4585401177406311,0.4988663882017136
72,80,0.5122981836398443,0.4811848908662796,0.4647910535335541,0.5103969027598699
73,81,0.4982341786225637,0.4764794856309891,0.47336552838484447,0.5054836004972458
74,82,0.5253219207127889,0.46729427178700766,0.48176995913187665,0.5803780098756154
75,83,0.5256610264380773,0.4875597983598709,0.4517012029886246,0.5024628102779388
76,84,0.5366154948870341,0.48755050599575045,0.4434389183918635,0.5074041078488032
77,86,0.5076877415180207,0.47627515097459155,0.4486724644899368,0.5117666870355606
78,88,0.5184200455745062,0.4728907853364944,0.42920587162176765,0.513392503062884
79,89,0.505479488770167,0.47390236854553225,0.4613472243150075,0.5032848993937175
80,91,0.5126961300770442,0.4791876494884491,0.44707583685715996,0.5184524754683176
81,95,0.5313090811173121,0.4834660470485687,0.43897539178530376,0.5198627799749375
82,98,0.521269362171491,0.462616636355718,0.48170564969380697,0.5897923370202383
83,99,0.5132961024840673,0.487273046374321,0.4522791415452957,0.5106393376986186
84,103,0.48549755016962687,0.4789277046918869,0.4801993985970815,0.5088067054748535
85,104,0.5366423646608989,0.48723469078540804,0.456739749511083,0.49004946847756703
86,107,0.5228772699832916,0.48976707955201465,0.44788756569226584,0.5082124213377635
87,109,0.5010284533103307,0.46288865407307944,0.45790919760862986,0.5064669847488403
88,111,0.49638109107812245,0.4710415134827296,0.4650250415007273,0.5079320559899012
89,112,0.5223804632822673,0.4824020087718964,0.4455221116542816,0.512091189622879
90,113,0.5031805008649826,0.456342421968778,0.5021483441193898,0.5876181383927663
91,114,0.5237135122219722,0.4694523483514786,0.4901471048593521,0.5955601116021474
92,116,0.5187296390533447,0.48171688119570416,0.43509644965330757,0.5083049913247426
93,117,0.5179392129182816,0.47901494006315865,0.42833038965861003,0.5116460134585699
94,119,0.49086302022139233,0.4794832120339076,0.478567898273468,0.5022470573584239
95,122,0.5281301309665044,0.49015735487143197,0.43890238404273985,0.5173151582479477
96,124,0.4966158906618754,0.47162640492121377,0.4303131033976873,0.5015462011098861
97,126,0.518930267294248,0.4928935239712397,0.4541692852973938,0.5003621280193329
98,128,0.49613498747348783,0.4765982568264008,0.4559094240268072,0.4981305758158366
99,129,0.5032514303922653,0.47906937400499977,0.44857774873574574,0.5041092753410339
100,130,0.5297031849622726,0.49537075956662496,0.45118407209714256,0.5097511976957321
101,131,0.49498366912206015,0.4716007689634959,0.46454242765903475,0.49884596864382424
102,133,0.493884414434433,0.47465742429097496,0.46634260813395184,0.5053734252850215
103,134,0.5127871443827947,0.4748716394106547,0.429120808839798,0.5083979437748591
104,136,0.5162731687227885,0.4663541873296102,0.47864648699760437,0.5864005823930104
105,140,0.502196753025055,0.4767022887865702,0.45763655602931974,0.49477411607901256
106,145,0.5281107425689697,0.4664743552605311,0.48808279931545256,0.5858655075232188
107,150,0.5229603707790375,0.4853822002808253,0.43986049195130666,0.5141745616992315
108,151,0.5219252556562424,0.4844954748948415,0.4433063954114914,0.5076122333606085
109,153,0.5321714619795481,0.4826969623565674,0.43484748601913453,0.5093700925509135
110,156,0.4940848539272944,0.4794006903966268,0.46644934415817263,0.5021618604660034
111,160,0.5245980739593505,0.48621469537417095,0.4462859908739726,0.511514064669609
112,161,0.5286659767230352,0.47976999084154764,0.4690306156873703,0.5216738661130269
113,163,0.5167325586080551,0.4847269187370936,0.4456671824057897,0.5101027657588323
114,165,0.5219685097535451,0.47858622471491497,0.45514369010925293,0.5282308568557104
115,168,0.5209930092096329,0.4868494232495626,0.4432609736919403,0.5075675547122955
116,175,0.49609665175278983,0.4675991932551066,0.4594757298628489,0.5030396501223247
117,178,0.4988302419583003,0.4538932224114736,0.5029859254757564,0.5831887185573578
118,179,0.498926630616188,0.47107431987921394,0.43193582991758983,0.5086207290490469
119,191,0.5353310068448385,0.4709491829077403,0.45216636459032694,0.5178218305110931
120,213,0.5575696269671122,0.49174218277136483,0.4461638112862905,0.5030140062173207
