User_ID,I/E,S/N,T/F,J/P
47,0.563398529278735,0.226007550877208,0.792492060735822,0.54512232032915
49,0.768515174649656,0.253915601177141,0.650617608428001,0.778795317808787
50,0.566320486366749,0.394842431570093,0.745031275972724,0.608123640553094
51,0.662234223199387,0.519801043346524,0.199516680898766,0.747357935210069
52,0.4340197601278,0.645413035519111,0.460764635587111,0.308834874637735
53,0.30631063200223,0.728214958620568,0.828526185204585,0.249954810350512
55,0.709027484680215,0.398478076700121,0.119987567677163,0.70186949186027
56,0.424318332558808,0.258383603619101,0.770408763301869,0.619641826612254
57,0.584453713521361,0.629734940454364,0.472529204608872,0.364484882758309
58,0.271966411382891,0.386068297270685,0.681540146097541,0.467953133606352
59,0.24717208231256,0.220866816952669,0.653471434302628,0.795715224618713
60,0.749431429430842,0.639836205542087,0.480465579529603,0.404082549797992
62,0.300532292070178,0.589723854263623,0.688636706707378,0.157743247970939
63,0.790520279109478,0.731018532936772,0.46544451865678,0.72036173765858
64,0.317389773235967,0.555879341810942,0.753122107032686,0.364314255987604
66,0.320721214963123,0.597783282399178,0.692835194679598,0.149432071453581
67,0.460530042524139,0.698862132057547,0.382345358499636,0.589174755755812
68,0.799682054047783,0.108554412669037,0.725384711132695,0.875690202166637
70,0.312831372984995,0.508586102165282,0.360831224995976,0.528095317135255
71,0.327917494283368,0.519060856724779,0.788875630497932,0.25403330073071
72,0.537784604014208,0.691044357667367,0.605914927956959,0.63187060111668
73,0.38363381245484,0.375923324353062,0.811714252829552,0.563079876887302
74,0.499821004077482,0.689943545063337,0.257814896122242,0.525896561145782
75,0.813469467808803,0.310389060759917,0.598047100504239,0.669124589239557
76,0.826742945114771,0.565742214489728,0.147819377765215,0.606905632093549
77,0.384746820060536,0.446379932466274,0.486398514981071,0.193034499813803
79,0.389269388179916,0.467206704026709,0.51503781718978,0.448356515712415
80,0.454832497014043,0.412484247796238,0.753733489041527,0.472685767846027
81,0.263891544852716,0.643789795180783,0.767157665888468,0.152063662240592
82,0.832172181208928,0.24204289605841,0.202659234218299,0.248930152008931
83,0.562829804793,0.25844311863184,0.642719800770283,0.695401721370096
84,0.510341227799654,0.682017143567403,0.588409808526437,0.31411119075492
86,0.307543650471295,0.415797686297447,0.651173434779048,0.351704240396308
88,0.527212397800758,0.354703614239891,0.287921533019592,0.638835312177738
89,0.315703770021598,0.530027476325631,0.473153134404371,0.235868978314102
91,0.502382970120137,0.583692872151732,0.2556094345171,0.446355158494165
95,0.703454662517955,0.5872165927353,0.371373342381169,0.540089913240324
98,0.653487459011376,0.340039906759436,0.512518173642457,0.575653629377484
99,0.43488917084566,0.463925731787458,0.57920371213307,0.553064661535124
103,0.408132604501831,0.532880759937689,0.572482234922548,0.17423290478376
104,0.199948834565779,0.758785077929497,0.737125594168901,0.15594285405629
107,0.436254159469778,0.487452227746447,0.515145100808392,0.383331247636427
109,0.30207782809933,0.473086800395201,0.616447159275413,0.34802378260841
111,0.283893493469804,0.441093267019217,0.684722163341939,0.317870759843693
112,0.790087450544039,0.75671322265019,0.262552496247614,0.657744354351113
113,0.490367117834588,0.51260638476039,0.561592427594587,0.402350396499969
114,0.875659805039565,0.239906981370101,0.701695066566269,0.793909733494123
116,0.695578862726688,0.458666880025218,0.320172399748117,0.446902441078176
117,0.751275035738945,0.554954954500621,0.34711768051299,0.476278128226598
119,0.234448132958884,0.605608013489594,0.764711850136518,0.28052357568716
122,0.735927564868083,0.553680566434438,0.361370318507155,0.374830296247577
124,0.56811952975889,0.473234270544102,0.179227101011202,0.45624598612388
126,0.344980027192893,0.550696048544099,0.681343405026322,0.34851738884657
128,0.339770038092198,0.615950630605221,0.68273615570118,0.198750645426723
129,0.32375785902453,0.388688030093908,0.540476459823549,0.503462840740879
130,0.562139493168797,0.516731331373254,0.407092057315943,0.48201253626806
131,0.360960646687696,0.516239096441617,0.616013367567211,0.157972731969009
133,0.259273892873898,0.618180778467407,0.774693423882127,0.122120278206421
134,0.732536421980088,0.465432422266652,0.157080918891976,0.628297822549939
136,0.70291685378179,0.393459430010989,0.534068374459942,0.563954022837182
140,0.47912109377794,0.584426038712263,0.702645053341985,0.603173506585881
145,0.877427900582552,0.376987733948045,0.716988516723116,0.759920008666813
150,0.480702125878694,0.467065764156481,0.291124171484262,0.454586728553598
151,0.579644796748956,0.543829830239216,0.403362262869875,0.486618009582162
153,0.82184868392845,0.508674611399571,0.221153749634201,0.607069511339068
156,0.283930097791987,0.695042093470693,0.743246766366065,0.206971697198848
160,0.423345466873919,0.668692380531381,0.500251274742186,0.558380214497447
161,0.666717948826651,0.442558370251209,0.329269663205681,0.619785160385072
163,0.501355010954042,0.617950670855741,0.216334926026563,0.388599407517662
165,0.734309395868331,0.439048410890003,0.347907600357818,0.683898692267636
168,0.580584395599241,0.598432996550885,0.420377642692377,0.598228396599491
175,0.040821875082717,0.92842840316395,0.976614903906981,0.024002262321301
178,0.564550436722736,0.545585348084569,0.426348444120958,0.502248323351766
179,0.447852940298617,0.526857727797081,0.335639063936348,0.620900078630075
191,0.610688416163127,0.219123860277856,0.478785858396441,0.348809795640409
213,0.861264736484736,0.522946374304593,0.042345236474648,0.276663429740195
