User_ID,I/E,S/N,T/F,J/P
126,0.022408220916986,0.965386986732483,0.12998753786087,0.885917246341705
128,0.84588485956192,0.849114239215851,0.919578552246094,0.097847521305084
129,0.080852754414082,0.929554522037506,0.933279573917389,0.918672680854797
130,0.813835382461548,0.243964672088623,0.942827761173248,0.101106114685535
131,0.751117825508118,0.77662318944931,0.308253705501556,0.098331607878208
133,0.097105167806149,0.038769330829382,0.89117044210434,0.031126745045185
134,0.924948215484619,0.160157859325409,0.792394280433655,0.166898846626282
136,0.140278711915016,0.051170591264963,0.938614249229431,0.955637514591217
140,0.050748694688082,0.034009084105492,0.939156830310822,0.038780141621828
145,0.956842541694641,0.185344725847244,0.871024012565613,0.93287056684494
150,0.922819435596466,0.954906105995178,0.035055294632912,0.237240001559257
151,0.187608256936073,0.819113373756409,0.092117980122566,0.196898475289345
153,0.182682499289513,0.043884932994843,0.118398554623127,0.166921481490135
156,0.028150264173746,0.038892813026905,0.941492974758148,0.03101771324873
160,0.87943696975708,0.780553102493286,0.116181470453739,0.938570976257324
161,0.945470571517944,0.159790217876434,0.928726017475128,0.928921639919281
163,0.167303800582886,0.893778741359711,0.063509687781334,0.18164025247097
165,0.910079181194305,0.871189892292023,0.071282461285591,0.891464591026306
168,0.218022406101227,0.845958709716797,0.076999627053738,0.814542055130005
175,0.094327010214329,0.893588900566101,0.900478959083557,0.042740181088448
178,0.145876422524452,0.040748547762632,0.960221290588379,0.844972014427185
179,0.670760571956635,0.283285081386566,0.721377015113831,0.169620215892792
191,0.934933304786682,0.202361196279526,0.812654674053192,0.772599279880524
213,0.060858078300953,0.026294441893697,0.917342782020569,0.92944872379303
