idx,I/E,S/N,T/F,J/P
51,0.7675022482872009,0.623849630355835,0.5393626689910889,0.47572067379951477
52,0.9217309355735779,0.7114979028701782,0.6287645101547241,0.6187238097190857
53,0.4274211525917053,0.8517956137657166,0.6845089793205261,0.4013804793357849
54,0.12741675972938538,0.13063973188400269,0.2815585136413574,0.792965292930603
55,0.43049123883247375,0.5693880915641785,0.43030089139938354,0.47585275769233704
56,0.37232163548469543,0.10635820776224136,0.535740315914154,0.6778456568717957
57,0.9011214375495911,0.6705800294876099,0.24949216842651367,0.5190693140029907
58,0.7538862824440002,0.3953094482421875,0.3472176194190979,0.5370032787322998
59,0.28891316056251526,0.6827219724655151,0.242442786693573,0.47658994793891907
60,0.06065480783581734,0.7521148324012756,0.8548774123191833,0.13746775686740875
61,0.872977077960968,0.49595069885253906,0.5428474545478821,0.5944408178329468
62,0.09367882460355759,0.3136412501335144,0.6655150651931763,0.4776632785797119
63,0.9253631830215454,0.41906896233558655,0.21051429212093353,0.4395832121372223
64,0.8051693439483643,0.3120085597038269,0.6030668020248413,0.3188630938529968
65,0.8718538284301758,0.3688531517982483,0.6611217260360718,0.37487146258354187
66,0.23047959804534912,0.708323061466217,0.6540423035621643,0.47766077518463135
67,0.8038663268089294,0.28264889121055603,0.7194838523864746,0.33716949820518494
68,0.861989438533783,0.6443743109703064,0.38943910598754883,0.6456597447395325
69,0.5140119791030884,0.5566146373748779,0.40835464000701904,0.36539870500564575
70,0.3361857533454895,0.4874216318130493,0.2251737117767334,0.43212148547172546
71,0.9330107569694519,0.6731835603713989,0.3738192021846771,0.6389457583427429
72,0.6128600835800171,0.8524782657623291,0.5669009685516357,0.4708963632583618
73,0.1560288369655609,0.2774876654148102,0.25574609637260437,0.5963296294212341
74,0.48684966564178467,0.6598951816558838,0.5530956983566284,0.6163462400436401
75,0.39402514696121216,0.35684382915496826,0.3796306848526001,0.40483319759368896
76,0.8072176575660706,0.16463680565357208,0.7582248449325562,0.5143859386444092
77,0.7623342275619507,0.28987306356430054,0.7101898193359375,0.45933759212493896
78,0.8435688018798828,0.41214388608932495,0.6509270071983337,0.3426540195941925
79,0.1073632761836052,0.5747411251068115,0.31821200251579285,0.375341534614563
80,0.056235380470752716,0.8237465620040894,0.8563384413719177,0.10941416025161743
81,0.359100878238678,0.41044890880584717,0.5589898228645325,0.3343070149421692
82,0.7933211922645569,0.40568578243255615,0.4114263355731964,0.5291237235069275
83,0.14305643737316132,0.48452460765838623,0.2849741578102112,0.504137396812439
84,0.3635147213935852,0.6900101900100708,0.3004229664802551,0.6182950735092163
85,0.2808604836463928,0.7569786906242371,0.650203287601471,0.6713480949401855
86,0.07579448074102402,0.35901522636413574,0.7029094696044922,0.38499993085861206
87,0.13929060101509094,0.3939823806285858,0.24065357446670532,0.41067448258399963
88,0.5733070969581604,0.531710684299469,0.5200517177581787,0.518272340297699
89,0.7204350233078003,0.3206395208835602,0.7213103175163269,0.4729081690311432
90,0.5672942996025085,0.4734821617603302,0.51321941614151,0.7826953530311584
91,0.534843921661377,0.2542356848716736,0.6642434597015381,0.37686294317245483
92,0.30545565485954285,0.8825055360794067,0.7252699136734009,0.40227654576301575
93,0.42066481709480286,0.6126793026924133,0.5556674003601074,0.4078766703605652
94,0.9337990283966064,0.6057946085929871,0.2828191816806793,0.2671721875667572
95,0.7872709035873413,0.3329296410083771,0.4190875291824341,0.31814002990722656
96,0.11046556383371353,0.3478756248950958,0.553537905216217,0.44099071621894836
97,0.8212720155715942,0.2038581669330597,0.6317200660705566,0.2515297532081604
98,0.6898903250694275,0.7723225951194763,0.4337404668331146,0.390970915555954
99,0.1685117781162262,0.8639965653419495,0.5351440906524658,0.6017584800720215
100,0.945463240146637,0.4200407564640045,0.19352243840694427,0.4715217649936676
101,0.37234777212142944,0.8145174980163574,0.6742991805076599,0.3457641005516052
102,0.8200641870498657,0.2536447048187256,0.1671714335680008,0.702893853187561
103,0.8847240209579468,0.4260173439979553,0.3599335551261902,0.7476513981819153
104,0.26045870780944824,0.4823114275932312,0.2699570655822754,0.3733068108558655
105,0.4475037455558777,0.5242563486099243,0.6201200485229492,0.5314226150512695
106,0.7911487221717834,0.3909377455711365,0.44296836853027344,0.34334224462509155
107,0.7887386083602905,0.4123711585998535,0.35121363401412964,0.5193794965744019
108,0.08967921137809753,0.7053388953208923,0.5373324751853943,0.20671823620796204
109,0.576461136341095,0.1258159577846527,0.587920069694519,0.5922247767448425
110,0.8025102019309998,0.2633940279483795,0.7150702476501465,0.40340450406074524
111,0.5061520934104919,0.40893495082855225,0.45688435435295105,0.42646682262420654
112,0.8945393562316895,0.49162256717681885,0.7184015512466431,0.5306256413459778
113,0.7200928926467896,0.4228958487510681,0.2985075116157532,0.3116576671600342
114,0.5147613286972046,0.8833938837051392,0.4943042993545532,0.5677904486656189
115,0.9285610318183899,0.48824623227119446,0.4208507239818573,0.36046111583709717
116,0.6385480761528015,0.5569998025894165,0.7021111249923706,0.4974542558193207
117,0.4566285014152527,0.19252938032150269,0.4066801369190216,0.536234974861145
118,0.6595075726509094,0.16321277618408203,0.5690246820449829,0.5512433648109436
119,0.47667941451072693,0.11938725411891937,0.5946725010871887,0.4640422761440277
120,0.9226137399673462,0.6968858242034912,0.36976543068885803,0.6429235935211182
121,0.22780853509902954,0.8178235292434692,0.6443260908126831,0.7047467231750488
122,0.8663734793663025,0.4877864420413971,0.5992929935455322,0.4018641710281372
123,0.7443092465400696,0.15441110730171204,0.6713422536849976,0.4934747517108917
124,0.23514196276664734,0.6324995756149292,0.6429165005683899,0.5672048926353455
125,0.5254775881767273,0.36425766348838806,0.31210243701934814,0.5783966779708862
126,0.6508080363273621,0.41961613297462463,0.36393406987190247,0.4111172556877136
127,0.6958552598953247,0.7206564545631409,0.45414087176322937,0.4465223550796509
128,0.2621886134147644,0.45290854573249817,0.21605989336967468,0.35178521275520325
129,0.42652058601379395,0.13431613147258759,0.6579673290252686,0.4628845453262329
130,0.7909119129180908,0.5679190754890442,0.6589229106903076,0.4726889133453369
131,0.8812143206596375,0.5869265794754028,0.28096336126327515,0.5383607149124146
132,0.6266559362411499,0.559227466583252,0.4817391037940979,0.5711560249328613
133,0.07683305442333221,0.8410995602607727,0.718467116355896,0.2038508504629135
134,0.7920278906822205,0.8105776309967041,0.3461722135543823,0.4083881974220276
135,0.659433901309967,0.16442988812923431,0.6541731953620911,0.38877931237220764
136,0.10286161303520203,0.7701908349990845,0.7927411198616028,0.23174788057804108
137,0.8457981944084167,0.6032063364982605,0.5517407059669495,0.2939947843551636
138,0.24626772105693817,0.2920137345790863,0.2376694530248642,0.3972267210483551
139,0.2713671326637268,0.23880718648433685,0.7336452007293701,0.3848945200443268
140,0.30685216188430786,0.09744030237197876,0.5962695479393005,0.6858491897583008
141,0.07611877471208572,0.8842810392379761,0.8618786931037903,0.15881259739398956
142,0.6481846570968628,0.8121398687362671,0.49331748485565186,0.5238355398178101
143,0.7059952020645142,0.5709778666496277,0.5410622954368591,0.6628928780555725
144,0.6598929166793823,0.2666720151901245,0.6081863641738892,0.5241591930389404
145,0.8085650205612183,0.3060034215450287,0.7478528618812561,0.4128638207912445
146,0.2502378523349762,0.6028723120689392,0.32923564314842224,0.42600181698799133
147,0.8853741884231567,0.5712815523147583,0.33413904905319214,0.6695133447647095
148,0.8175168633460999,0.737904965877533,0.31021198630332947,0.41582730412483215
149,0.18860025703907013,0.5933714509010315,0.29156792163848877,0.5250586867332458
150,0.5967443585395813,0.7787229418754578,0.620220959186554,0.5170397162437439
151,0.6021553874015808,0.1015147864818573,0.7240070700645447,0.553530216217041
152,0.8603190183639526,0.29273033142089844,0.607346773147583,0.2971312701702118
153,0.47845888137817383,0.3281415104866028,0.5075110793113708,0.5041818022727966
154,0.22020691633224487,0.09901462495326996,0.6464667320251465,0.8643952012062073
155,0.8987109661102295,0.5561105012893677,0.49611571431159973,0.3032901883125305
156,0.25999873876571655,0.7384477853775024,0.7247668504714966,0.42274296283721924
157,0.859645426273346,0.4349435269832611,0.20294377207756042,0.5143062472343445
158,0.3831087350845337,0.757659375667572,0.6684199571609497,0.4104101061820984
159,0.24503499269485474,0.6083224415779114,0.20649948716163635,0.5272645354270935
160,0.8808956742286682,0.31792569160461426,0.5688716173171997,0.5144805312156677
161,0.2608126103878021,0.8405816555023193,0.7097359299659729,0.3697546124458313
162,0.18274950981140137,0.5629079341888428,0.6804102063179016,0.3123420476913452
163,0.6576226353645325,0.12351901829242706,0.6538077592849731,0.5413530468940735
164,0.31713154911994934,0.406136691570282,0.23511077463626862,0.3932735025882721
165,0.456211656332016,0.8417093753814697,0.6315760016441345,0.5915043354034424
166,0.933838427066803,0.3613756000995636,0.18106672167778015,0.5091825127601624
167,0.8530534505844116,0.49076834321022034,0.3209683299064636,0.46543288230895996
168,0.5510891079902649,0.7447025775909424,0.40254804491996765,0.5270553231239319
169,0.06594416499137878,0.706692636013031,0.8123868107795715,0.1760467290878296
170,0.890810489654541,0.6895981431007385,0.3974127471446991,0.608407199382782
171,0.5473262071609497,0.632019579410553,0.3998488783836365,0.48057836294174194
172,0.509705126285553,0.42749401926994324,0.517062783241272,0.7595101594924927
173,0.10884597897529602,0.6975787281990051,0.26859551668167114,0.4056362509727478
174,0.5239362120628357,0.2538234293460846,0.5002009868621826,0.3758176267147064
175,0.6550573110580444,0.46520426869392395,0.534574568271637,0.6756520867347717
176,0.7268643975257874,0.4344298839569092,0.42906469106674194,0.5292056202888489
177,0.09092728793621063,0.8332104086875916,0.5614653825759888,0.47198745608329773
178,0.45757928490638733,0.6436387896537781,0.7672116160392761,0.5068613886833191
179,0.9597156643867493,0.38758817315101624,0.12815052270889282,0.6356547474861145
180,0.8841303586959839,0.3440060615539551,0.36840197443962097,0.5108643174171448
181,0.33454686403274536,0.282814621925354,0.7823323011398315,0.6114060878753662
182,0.4280359745025635,0.27843159437179565,0.36890923976898193,0.3419245183467865
183,0.11668100953102112,0.7968538403511047,0.45293232798576355,0.3104521930217743
184,0.7795246839523315,0.38367655873298645,0.4576190412044525,0.4360421597957611
185,0.11840972304344177,0.6323704719543457,0.23698121309280396,0.4217008650302887
186,0.8632680177688599,0.6383369565010071,0.3784027099609375,0.560715913772583
187,0.36734914779663086,0.6362475156784058,0.3223648965358734,0.47576606273651123
188,0.2280915081501007,0.15252138674259186,0.35599833726882935,0.6026952862739563
189,0.8467012643814087,0.4412388801574707,0.7017066478729248,0.6052843332290649
190,0.46966978907585144,0.7977874279022217,0.6346462965011597,0.688522458076477
191,0.7731373310089111,0.4962695240974426,0.21073868870735168,0.5045077204704285
192,0.875239372253418,0.44209998846054077,0.6748770475387573,0.4819512665271759
193,0.14435718953609467,0.8367368578910828,0.5969465374946594,0.35227295756340027
194,0.6501917839050293,0.7930870652198792,0.48019251227378845,0.4535500407218933
195,0.5862144827842712,0.5690658688545227,0.3393981456756592,0.5480092763900757
196,0.1768137365579605,0.6395723223686218,0.6394286751747131,0.27240869402885437
197,0.7790417075157166,0.5545886158943176,0.6588451266288757,0.43228450417518616
198,0.7319843173027039,0.4106738567352295,0.6307588815689087,0.7308172583580017
199,0.09135504812002182,0.8954121470451355,0.8671298623085022,0.13693693280220032
200,0.8191210031509399,0.7957922220230103,0.408694863319397,0.5137736201286316
201,0.2104332447052002,0.5549830794334412,0.38034898042678833,0.29653507471084595
202,0.9092388153076172,0.5241983532905579,0.29248228669166565,0.6328107714653015
203,0.6321254372596741,0.4450486898422241,0.7136350870132446,0.4721643924713135
204,0.6045045852661133,0.6082272529602051,0.5096784830093384,0.5861468315124512
205,0.4378888010978699,0.8056419491767883,0.37576955556869507,0.60390305519104
206,0.06154852360486984,0.7825248837471008,0.7043793797492981,0.2594440281391144
207,0.23870927095413208,0.07982566207647324,0.6860724091529846,0.8095593452453613
208,0.8784419298171997,0.7185359001159668,0.32080718874931335,0.5594679117202759
209,0.8670514822006226,0.5585243105888367,0.31304511427879333,0.6230467557907104
210,0.7158195376396179,0.740310788154602,0.7576656341552734,0.6132159233093262
211,0.4380141496658325,0.7660831809043884,0.6241647601127625,0.6465123891830444
212,0.557196319103241,0.8705160617828369,0.5369507074356079,0.40012457966804504
213,0.6229772567749023,0.2959555387496948,0.6931259632110596,0.35629960894584656
214,0.48106685280799866,0.8349486589431763,0.5275542140007019,0.5829505920410156
215,0.830786943435669,0.7165740132331848,0.3211863040924072,0.3669423460960388
216,0.7982805371284485,0.23626095056533813,0.17291884124279022,0.6697951555252075
217,0.7531052231788635,0.4341219961643219,0.618691623210907,0.5361263751983643
218,0.3410872519016266,0.12285606563091278,0.45546525716781616,0.6232144832611084
219,0.4473131597042084,0.40629100799560547,0.6939296722412109,0.41047072410583496
220,0.086163729429245,0.19907455146312714,0.7668268084526062,0.49821868538856506
221,0.25063762068748474,0.32749006152153015,0.1956937313079834,0.2682722210884094
222,0.931326687335968,0.4877327084541321,0.23191341757774353,0.3793056607246399
223,0.330038458108902,0.3491671681404114,0.6041476130485535,0.6024015545845032
224,0.9515225887298584,0.46146082878112793,0.16691449284553528,0.6386671662330627
225,0.26970916986465454,0.3962036669254303,0.19969481229782104,0.3333512842655182
226,0.07984772324562073,0.2707556188106537,0.5372771620750427,0.5453463792800903
227,0.5715733170509338,0.24807164072990417,0.5398910045623779,0.48400846123695374
228,0.6079563498497009,0.26901331543922424,0.5921114087104797,0.28083109855651855
229,0.47042185068130493,0.3065524995326996,0.3938283920288086,0.28919851779937744
230,0.9115508198738098,0.6814572215080261,0.7052990794181824,0.7553086280822754
231,0.742525577545166,0.24005010724067688,0.18174505233764648,0.6077706217765808
232,0.7890316247940063,0.25877952575683594,0.6155562400817871,0.4217647910118103
233,0.463044136762619,0.27961450815200806,0.5425853133201599,0.24118652939796448
234,0.8277933597564697,0.4818631708621979,0.20780867338180542,0.5207122564315796
235,0.8938922882080078,0.5129744410514832,0.47138112783432007,0.39670515060424805
236,0.11588054895401001,0.7439192533493042,0.6934548616409302,0.2692214250564575
237,0.7355840802192688,0.21488241851329803,0.5275557041168213,0.6602773070335388
238,0.700035810470581,0.16392181813716888,0.7174144387245178,0.515942394733429
239,0.5313778519630432,0.6107999086380005,0.4746399223804474,0.42728665471076965
240,0.9649064540863037,0.2734872102737427,0.10181643813848495,0.727458119392395
241,0.092563197016716,0.36411386728286743,0.6932268142700195,0.48277992010116577
242,0.9027302265167236,0.6702353358268738,0.34933924674987793,0.4934142529964447
243,0.3732090890407562,0.8600589036941528,0.6366245150566101,0.678279459476471
244,0.4279603064060211,0.7290059924125671,0.6801378726959229,0.54761803150177
245,0.6991857290267944,0.3876968324184418,0.597204864025116,0.40610024333000183
246,0.9336184859275818,0.4609951972961426,0.2849177420139313,0.3683725595474243
247,0.6537646651268005,0.8018069267272949,0.5557883381843567,0.5576975345611572
248,0.7602440118789673,0.12665648758411407,0.721492350101471,0.517894983291626
249,0.9308228492736816,0.5880118608474731,0.24755503237247467,0.6503859162330627
250,0.7660114765167236,0.3090181052684784,0.7017439007759094,0.43195316195487976
251,0.25617581605911255,0.3060554265975952,0.21795792877674103,0.3039437234401703
252,0.9050611257553101,0.41297125816345215,0.29232510924339294,0.589804470539093
253,0.1820693016052246,0.10100235044956207,0.6820793747901917,0.8683691620826721
254,0.43805965781211853,0.2422565519809723,0.36332789063453674,0.42103883624076843
255,0.6971040964126587,0.45306825637817383,0.39798349142074585,0.5755536556243896
256,0.3950468599796295,0.8099174499511719,0.6374009847640991,0.22402232885360718
257,0.8625475168228149,0.4259131848812103,0.3573633134365082,0.7475834488868713
258,0.5901105403900146,0.496548593044281,0.6279629468917847,0.49694135785102844
259,0.45589393377304077,0.7197927236557007,0.49694058299064636,0.5837079286575317
260,0.9026672840118408,0.2589297294616699,0.6274034380912781,0.3947325348854065
261,0.7193788886070251,0.7714223861694336,0.43611592054367065,0.49221140146255493
262,0.7301068305969238,0.4619201123714447,0.28063294291496277,0.5599542260169983
263,0.27024543285369873,0.49151086807250977,0.7157074213027954,0.6273024082183838
264,0.9197702407836914,0.3679260015487671,0.4341827929019928,0.3902040123939514
265,0.9246170520782471,0.7592258453369141,0.6654038429260254,0.7185046672821045
266,0.19680148363113403,0.8464648127555847,0.7744614481925964,0.18137037754058838
267,0.7645441293716431,0.6146776676177979,0.44104650616645813,0.5275906324386597
268,0.7061949968338013,0.14157524704933167,0.7061730623245239,0.4678890109062195
269,0.5539611577987671,0.13228610157966614,0.7619531154632568,0.7021942138671875
270,0.6988609433174133,0.7666852474212646,0.504966139793396,0.44739070534706116
271,0.48099222779273987,0.11332440376281738,0.5919181704521179,0.4271225333213806
272,0.7323808073997498,0.719698965549469,0.522355854511261,0.4898566007614136
273,0.887241542339325,0.5108235478401184,0.3909813463687897,0.562857985496521
274,0.14212946593761444,0.708709180355072,0.7764323353767395,0.17283643782138824
275,0.8501341342926025,0.425703227519989,0.3320702910423279,0.5587272644042969
276,0.12721581757068634,0.3978630006313324,0.5618740916252136,0.41810041666030884
277,0.8248273730278015,0.43939194083213806,0.31312295794487,0.5737386345863342
278,0.8389467000961304,0.28752604126930237,0.7105134129524231,0.46012333035469055
279,0.9432953000068665,0.6422451138496399,0.2949367165565491,0.6203188896179199
280,0.48598575592041016,0.18180568516254425,0.733997106552124,0.5702368021011353
281,0.8288240432739258,0.39384976029396057,0.29414471983909607,0.7178207635879517
282,0.7771468758583069,0.3551105856895447,0.5452702641487122,0.46967118978500366
283,0.6913366317749023,0.6653375625610352,0.5892050266265869,0.48253971338272095
284,0.805743396282196,0.3783690631389618,0.5567488074302673,0.3840539753437042
285,0.15733996033668518,0.46129539608955383,0.6175704598426819,0.37230023741722107
286,0.18571418523788452,0.3903360962867737,0.6809526085853577,0.6660097241401672
287,0.8220041990280151,0.19496920704841614,0.5575636625289917,0.402326762676239
288,0.9465369582176208,0.6309044361114502,0.3001706600189209,0.6280604004859924
289,0.8761234283447266,0.37280064821243286,0.6500097513198853,0.41497284173965454
290,0.8533653616905212,0.8056792616844177,0.7657901048660278,0.8107621669769287
291,0.07699521631002426,0.7378576397895813,0.5922085642814636,0.38360047340393066
292,0.3311658203601837,0.09276752918958664,0.7041811347007751,0.61250901222229
293,0.487722784280777,0.48850494623184204,0.4705964922904968,0.40927940607070923
294,0.8264541029930115,0.6121399998664856,0.5283581614494324,0.37357309460639954
295,0.09944425523281097,0.33547648787498474,0.6654107570648193,0.33180147409439087
296,0.23966312408447266,0.2060583531856537,0.7124489545822144,0.40530622005462646
297,0.3910565972328186,0.7183721661567688,0.6594326496124268,0.48789793252944946
298,0.35207903385162354,0.530132532119751,0.2938845157623291,0.4791882038116455
299,0.6153396368026733,0.6815001368522644,0.42737653851509094,0.35891711711883545
300,0.5556967258453369,0.21691998839378357,0.6605907678604126,0.6438466906547546
301,0.3835992217063904,0.39850977063179016,0.2869569659233093,0.45648908615112305
302,0.8849401473999023,0.49239224195480347,0.29489463567733765,0.7013050317764282
303,0.8863566517829895,0.6071365475654602,0.3491128981113434,0.6733055710792542
304,0.17035865783691406,0.851685643196106,0.6292954683303833,0.32725146412849426
305,0.9632269144058228,0.29971855878829956,0.10215716063976288,0.7112659811973572
306,0.729374885559082,0.6842731237411499,0.6562720537185669,0.6769158840179443
307,0.7625207901000977,0.3721473217010498,0.6268013715744019,0.2802346646785736
308,0.8800978660583496,0.5300260782241821,0.32986587285995483,0.6766793131828308
309,0.7145313024520874,0.6014007925987244,0.4755045771598816,0.6678099036216736
310,0.7896507382392883,0.47773638367652893,0.5405005216598511,0.5516662001609802
311,0.059780970215797424,0.47286462783813477,0.5865059494972229,0.32673418521881104
312,0.9306650161743164,0.4388175904750824,0.28899484872817993,0.3685048818588257
313,0.8496036529541016,0.5722820162773132,0.6727891564369202,0.5006524324417114
314,0.7800565958023071,0.2549571990966797,0.6202653646469116,0.4059390127658844
315,0.2301332652568817,0.46960094571113586,0.2745881676673889,0.3849424421787262
316,0.3993869423866272,0.27206382155418396,0.3100108802318573,0.2930985391139984
317,0.6704940795898438,0.4505360722541809,0.457200288772583,0.33782708644866943
318,0.30980387330055237,0.3538641929626465,0.3301500082015991,0.6318615674972534
319,0.346720427274704,0.6314710378646851,0.3609076738357544,0.3882560133934021
320,0.7843054533004761,0.21656487882137299,0.6282628774642944,0.2448984980583191
321,0.8780945539474487,0.6416525840759277,0.4043714702129364,0.6245987415313721
322,0.9039801955223083,0.7708566784858704,0.7676146626472473,0.7924060225486755
323,0.8383347988128662,0.5789679288864136,0.6230907440185547,0.6403847336769104
324,0.5751354098320007,0.2971985638141632,0.5546327233314514,0.48988398909568787
325,0.1104641854763031,0.8596867322921753,0.5969796180725098,0.49454835057258606
326,0.2665919065475464,0.7849653363227844,0.6587265729904175,0.6249106526374817
327,0.29065921902656555,0.3237510323524475,0.24086181819438934,0.27697470784187317
328,0.5071272850036621,0.19153931736946106,0.6593532562255859,0.37185099720954895
329,0.29269012808799744,0.11533135175704956,0.6737833023071289,0.5252127051353455
330,0.8962810635566711,0.40786659717559814,0.6966385245323181,0.5096151232719421
331,0.296380877494812,0.2681543231010437,0.7203100919723511,0.33280086517333984
332,0.6590809226036072,0.6646952033042908,0.4172096848487854,0.524060845375061
333,0.8929639458656311,0.6628079414367676,0.3846048414707184,0.6256430149078369
334,0.40772587060928345,0.12793973088264465,0.6602684259414673,0.5295804738998413
335,0.6441391110420227,0.7548639178276062,0.534168004989624,0.4947359561920166
336,0.044622793793678284,0.690199613571167,0.7382516860961914,0.20335379242897034
337,0.20462290942668915,0.4154667258262634,0.6109058856964111,0.38157352805137634
338,0.5876806974411011,0.792088508605957,0.5052948594093323,0.29847776889801025
339,0.827742874622345,0.35297155380249023,0.34310561418533325,0.5305054187774658
340,0.43287572264671326,0.2204250991344452,0.6667215824127197,0.3418083190917969
341,0.7522996664047241,0.27417272329330444,0.6557112336158752,0.6283442378044128
342,0.9437593221664429,0.6143560409545898,0.20781603455543518,0.528274416923523
343,0.8432950377464294,0.24111981689929962,0.6661311388015747,0.3717547059059143
344,0.9268667101860046,0.6501045227050781,0.6870888471603394,0.6231256723403931
345,0.26902568340301514,0.420754998922348,0.737152636051178,0.3700466752052307
346,0.5932391881942749,0.7309456467628479,0.5949366688728333,0.7238824963569641
347,0.9192708134651184,0.620663046836853,0.36232560873031616,0.6503396034240723
348,0.2019048035144806,0.4365347623825073,0.6077494025230408,0.2315242737531662
349,0.7064566016197205,0.40046361088752747,0.31766682863235474,0.6098208427429199
350,0.2547212541103363,0.8841593265533447,0.7356168031692505,0.7475629448890686
351,0.3655804991722107,0.24048271775245667,0.31366950273513794,0.29197263717651367
352,0.33618244528770447,0.8550088405609131,0.6617850661277771,0.36288151144981384
353,0.5613085627555847,0.35097333788871765,0.6764042377471924,0.3889942765235901
354,0.3670042157173157,0.14260601997375488,0.550718367099762,0.5087413787841797
355,0.8114708065986633,0.2757256329059601,0.4040493369102478,0.4243978261947632
356,0.0925656110048294,0.6408193111419678,0.6049132347106934,0.470663845539093
357,0.1852933168411255,0.687279462814331,0.2506573498249054,0.43875133991241455
358,0.9551971554756165,0.4329955279827118,0.1635321080684662,0.6413415670394897
359,0.26691797375679016,0.30885761976242065,0.5277324914932251,0.568988561630249
360,0.5570438504219055,0.8467581272125244,0.570099949836731,0.5350437164306641
361,0.7135365009307861,0.7088581323623657,0.36215996742248535,0.3962356448173523
362,0.07048840075731277,0.8968358039855957,0.8649482131004333,0.12844881415367126
363,0.7564840912818909,0.2742316424846649,0.7113713026046753,0.44156235456466675
364,0.13261236250400543,0.11767880618572235,0.3865431249141693,0.8628644943237305
365,0.584439754486084,0.7704480290412903,0.45346394181251526,0.27963152527809143
366,0.6942678689956665,0.13641057908535004,0.6804472804069519,0.7021070122718811
367,0.8305259346961975,0.2753620743751526,0.541032612323761,0.6442496180534363
368,0.7904040217399597,0.37702664732933044,0.5959850549697876,0.3964623510837555
369,0.5091490149497986,0.3106800317764282,0.42646294832229614,0.30528318881988525
370,0.8628051280975342,0.5110897421836853,0.4512099325656891,0.7352611422538757
